source_page,text,value_raw,imputed
7,"Table 2.1.2: Homa Bay County Gross Product Contribution to GDP,2019-2023 132","2.1, 2, 2019, -2023, 132",False
7,"Table 2.3.7: Estimated Livestock Population by Type and Sub County, 2019-2023 159","2.3, 7, 2019, -2023, 159",False
