source_page,text,value_raw,imputed
9,"Table 7.1: Estimated Livestock Population by type, 2013-2014........................................... 16","7.1, 2013, -2014, 16",False
9,"Table 15.2: Primary Schools by Category and Sub-County, 2013-2014 .............................. 27","15.2, 2013, -2014, 27",False
