source_page,text,value_raw,imputed
17,"Table 4.3.1: Cases Registered and Convictions Obtained for Selected Serious Crimes, 2019-","4.3, 1, 2019",False
17,"Table 4.4.2: Crimes Reported to the Police by Type of Offence and Sub County, 2019- 2023 176","4.4, 2, 2019, 2023, 176",False
